
+------+---------------+---------------------------------+---------------------+---------------------+----------------------+--------------+--------------+------------+--------------+-----------+-----------------+-------------------+
|  ID  | transactionId |       recipientsXNAddress       | recipientsXM8UserId |        stamp        |  CONTROL_POINT_type  | CONTACT_type | contact_name | PHONE_type |    number    | extension |   claimNumber   | origTransactionId |
| None |    007CDHL    |         ACSC.TEST.STAFF         |                     | 2020-10-16T14:51:32 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123579-8-W  |        None       |
| None |    006P7XP    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:06:13 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005039817-8-X  |        None       |
| None |    0073186    |          XACTNET.QUEUE          |                     | 2020-06-22T08:43:34 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111462-8-W  |        None       |
| None |    00734VR    |          XACTNET.QUEUE          |                     | 2020-06-23T15:57:47 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112981-8-W  |        None       |
| None |    0073CGY    |         ACSC.TEST.STAFF         |                     | 2020-06-29T10:17:30 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003113388-8-W  |        None       |
| None |    006Y147    |          XACTNET.QUEUE          |                     | 2020-04-20T16:42:16 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003102937-8-W  |        None       |
| None |    007BHPK    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:04:15 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003122095-8-W  |        None       |
| None |    007319L    |          XACTNET.QUEUE          |                     | 2020-06-22T08:44:40 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111650-8-W  |        None       |
| None |    0078ML1    |         ACSC.TEST.STAFF         |                     | 2020-09-14T12:16:27 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003120990-8-W  |        None       |
| None |    00731B4    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:04 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111708-8-W  |        None       |
| None |    007343R    |          XACTNET.QUEUE          |                     | 2020-06-23T09:49:27 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112652-8-W  |        None       |
| None |    006YHWH    |         ACSC.TEST.STAFF         |                     | 2020-04-24T13:24:31 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003103552-8-W  |        None       |
| None |    007C9N7    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:52 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123272-8-W  |        None       |
| None |    0072NVL    |          XACTNET.QUEUE          |                     | 2020-06-16T09:23:21 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110737-8-W  |        None       |
| None |    007C686    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:33:27 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123104-8-W  |        None       |
| None |    00721F8    |         ACSC.TEST.STAFF         |                     | 2020-06-03T14:37:04 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003107988-8-W  |        None       |
| None |    006Y0Y3    |          XACTNET.QUEUE          |                     | 2020-04-20T14:12:32 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003102922-8-W  |        None       |
| None |    007CBQB    |         ACSC.TEST.STAFF         |                     | 2020-10-15T14:15:45 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123401-8-W  |        None       |
| None |    006WJZ5    |          XACTNET.QUEUE          |                     | 2020-04-09T09:30:52 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003101791-8-W  |        None       |
| None |    0075K0D    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:00:46 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117334-8-W  |        None       |
| None |    007C6LC    |           ACSC.TEST.PT          |                     | 2020-10-13T15:45:49 |    Site Inspected    |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003123151-8-W  |        None       |
| None |    007B183    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:03:14 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003121502-8-W  |        None       |
| None |    007C9X1    |         ACSC.TEST.STAFF         |                     | 2020-10-14T16:51:05 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123323-8-W  |        None       |
| None |    00734LJ    |          XACTNET.QUEUE          |                     | 2020-06-23T13:15:20 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112803-8-W  |        None       |
| None |    007CGJB    |         ACSC.TEST.STAFF         |                     | 2020-10-20T13:44:04 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123838-8-W  |        None       |
| None |    0075NMP    |         ACSC.TEST.STAFF         |                     | 2020-09-30T09:01:14 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003117812-8-W  |        None       |
| None |    00716SD    |         ACSC.TEST.STAFF         |                     | 2020-05-20T15:29:33 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106274-8-W  |        None       |
| None |    006VXZ1    |          XACTNET.QUEUE          |                     | 2020-04-01T13:47:16 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  33333333333-33 |        None       |
| None |    0072MK5    |          XACTNET.QUEUE          |                     | 2020-06-15T15:22:05 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003110515-8-W  |        None       |
| None |    0078HHF    |          XACTNET.QUEUE          |                     | 2020-09-11T07:02:37 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003118704-8-W  |        None       |
| None |    007B9SD    |          XACTNET.QUEUE          |                     | 2020-09-25T09:24:35 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003121723-8-W  |        None       |
| None |    0071G9W    |         ACSC.TEST.STAFF         |                     | 2020-05-26T12:51:45 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003106727-8-W  |        None       |
| None |    006YZ2R    |          XACTNET.QUEUE          |                     | 2020-05-01T12:08:44 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003104048-8-W  |        None       |
| None |    0072RDK    |          XACTNET.QUEUE          |                     | 2020-06-17T09:46:45 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111316-8-W  |        None       |
| None |    007CD1N    |         ACSC.TEST.STAFF         |                     | 2020-10-16T10:03:19 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003123510-8-W  |        None       |
| None |    006ZT9L    |          XACTNET.QUEUE          |                     | 2020-05-05T09:53:56 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003104318-8-W  |        None       |
| None |    00731RD    |           ACSC.TEST.PT          |                     | 2020-06-22T10:59:20 |      Delivered       |   ClaimRep   |     None     |   Office   | 714-850-8048 |           |  003112337-8-W  |        None       |
| None |    0073192    |          XACTNET.QUEUE          |                     | 2020-06-22T08:44:12 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111546-8-W  |        None       |
| None |    0070PKN    |         ACSC.TEST.STAFF         |                     | 2020-05-15T00:26:28 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  005044578-8-X  |        None       |
| None |    0075JJR    |          XACTNET.QUEUE          |                     | 2020-08-04T09:19:55 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003117205-8-W  |        None       |
| None |    0070395    |         ACSC.TEST.STAFF         |                     | 2020-09-29T15:23:59 |      Delivered       |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003104873-8-W  |        None       |
| None |    00734PX    |          XACTNET.QUEUE          |                     | 2020-06-23T14:24:55 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003112856-8-W  |        None       |
| None |    00749PM    |         ACSC.TEST.STAFF         |                     | 2020-07-17T09:27:30 | Notification Pending |   ClaimRep   |     None     |   Office   | 949-933-3058 |           |  003114988-8-W  |        None       |
| None |    00731B5    |          XACTNET.QUEUE          |                     | 2020-06-22T08:45:05 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111711-8-W  |        None       |
| None |    0071ZNH    |          ACSC.TEST.DP5          |                     | 2020-06-02T16:54:59 | Notification Pending |   ClaimRep   |     None     |    None    |     None     |    None   |  003107787-8-W  |        None       |
| None |    00731D1    |          XACTNET.QUEUE          |                     | 2020-06-22T08:46:37 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111983-8-W  |        None       |
| None |    007319V    |          XACTNET.QUEUE          |                     | 2020-06-22T08:44:51 |   In Assign Queue    |   ClaimRep   |     None     |    None    |     None     |    None   |  003111683-8-W  |        None       |
